Customer_Acc,Transaction_ID,Timestamp,Amount,Type,Channel,Counterparty_Name,Counterparty_Account
CACC_qZJJf7Y,TXN_fUdt6nt0lRB,2024-04-11T08:12:57Z,373108.77,debit,QR POS,White-Murray,CACC_SHw6unB
CACC_qZJJf7Y,TXN_YYAfwHlMSEV,2024-10-21T12:31:40Z,661491.97,credit,Other,"Smith, Larson and Franklin",CACC_jHP5IPV
CACC_qZJJf7Y,TXN_NnitQXa4zWr,2025-07-22T09:16:01Z,701554.94,credit,QR P2P,Wesley Hardy,CACC_R5La7jK
CACC_qZJJf7Y,TXN_Bzb87rSzjGz,2024-04-03T23:45:03Z,316201.22,credit,Credit Transfer,Davis-Navarro,CACC_IVrkliX
CACC_qZJJf7Y,TXN_YajaL9ioaMH,2024-10-29T09:09:35Z,896858.15,credit,DuitNOW,Mr. Dean Tyler,CACC_ZwpqJDw
CACC_qZJJf7Y,TXN_auF1u2GXYRR,2025-09-06T12:20:13Z,468329.84,debit,Credit Transfer,Gonzalez-Camacho,CACC_yUXrnl3
CACC_qZJJf7Y,TXN_WGHmMhK9Rjl,2025-06-13T10:30:57Z,235776.82,debit,Credit Transfer,Dustin Ashley,CACC_Jv48Kek
CACC_qZJJf7Y,TXN_CEsFYXyNoRL,2024-12-19T04:02:19Z,376762.06,debit,Other,Thomas Long,CACC_KcwQCTX
CACC_qZJJf7Y,TXN_y94V1DjVRRE,2024-12-22T03:12:29Z,296808.96,debit,Other,Paul Robinson,CACC_PMwy5Dm
CACC_qZJJf7Y,TXN_etY5ejg5d0n,2024-11-13T17:16:00Z,629497.11,debit,Other,"Carter, Turner and Moore",CACC_4GEc4Gn
CACC_qZJJf7Y,TXN_r1iyMxHSwOW,2025-08-13T15:13:00Z,440728.93,debit,Other,Sara Moore,CACC_AuYCr2q
CACC_EkYR6p5,TXN_F7RDVkdk1VA,2025-09-03T14:00:21Z,203166.38,credit,QR P2P,Allen Inc,CACC_KcHSJxH
CACC_EkYR6p5,TXN_M07LTlZZ48r,2025-09-12T23:26:16Z,235298.15,debit,Other,William Jones,CACC_nxNo05y
CACC_EkYR6p5,TXN_T3T6wafre7a,2025-06-11T21:17:51Z,801284.19,credit,QR POS,Trevor Brown,CACC_Pe0mVJm
CACC_EkYR6p5,TXN_PdEOT0c6Vju,2025-07-03T13:51:27Z,244987.94,debit,Other,Williamson-Gomez,CACC_oBf6JM5
CACC_EkYR6p5,TXN_NIrgNiiRCRW,2025-02-23T04:05:45Z,158440.06,credit,QR POS,Meyer and Sons,CACC_sczxOuO
CACC_EkYR6p5,TXN_Gf9PLYUrXHn,2024-09-22T02:49:36Z,972328.41,credit,QR P2P,Mckinney and Sons,CACC_6HIZVkp
CACC_EkYR6p5,TXN_XncBGdL3Tc1,2025-09-14T08:05:06Z,136178.42,debit,DuitNOW,Robinson-Soto,CACC_unEkqHz
CACC_EkYR6p5,TXN_pzM9pRSgZLE,2025-03-09T02:35:13Z,154304.51,credit,Other,Patrick Johnson,CACC_w9F0WlW
CACC_EkYR6p5,TXN_2GUeEQHJQbd,2024-07-17T17:55:34Z,984414.97,debit,Other,Bonnie Vazquez,CACC_k1KBepL
CACC_EkYR6p5,TXN_UkfDDzBkHTI,2025-07-09T03:48:25Z,385981.3,debit,Credit Transfer,Sarah Johnson,CACC_hOKdafY
CACC_EkYR6p5,TXN_gyzsG7znH7r,2025-01-17T20:12:58Z,492216.79,credit,Other,"Mcintosh, Wagner and Kim",CACC_kSq6HAt
CACC_EkYR6p5,TXN_QtaMidCEgsq,2024-05-30T08:28:31Z,960062.74,debit,Credit Transfer,Dixon-Green,CACC_tm7Bd5r
CACC_EkYR6p5,TXN_fDcN1gZ5AOA,2024-03-25T22:09:46Z,935281.6,credit,QR P2P,Robert Weaver,CACC_ChoTUdt
CACC_EkYR6p5,TXN_bO9ntcDwX2g,2024-08-07T15:20:55Z,421556.41,credit,QR POS,"Gilbert, Hayes and Sanchez",CACC_kcfcwqe
CACC_EkYR6p5,TXN_MmVSPJWfUgi,2024-10-21T21:01:35Z,425725.26,debit,QR POS,Smith-Jones,CACC_HxWcweO
CACC_EkYR6p5,TXN_hbiutbLmYYz,2024-05-20T11:12:26Z,621931.92,debit,QR P2P,White-Henderson,CACC_0tiSI4c
CACC_EkYR6p5,TXN_BaKCcmM4K5e,2024-09-08T17:12:37Z,642600.92,debit,Credit Transfer,Jennings-Randall,CACC_9HBA58P
CACC_EkYR6p5,TXN_vAaJjFwSP9o,2025-02-07T18:45:35Z,352047.37,debit,DuitNOW,"Griffin, Lang and Tucker",CACC_3LOEFYU
CACC_rJHPioJ,TXN_9X7qy1tlOjk,2025-01-08T09:28:49Z,691468.43,debit,Credit Transfer,Emily Reyes,CACC_hujhvAT
CACC_rJHPioJ,TXN_2Ob4EEtCzkg,2025-09-05T20:54:17Z,886829.55,credit,Credit Transfer,Craig Moore,CACC_FFeLbRw
CACC_rJHPioJ,TXN_kNW99Nl3aur,2025-08-31T06:29:46Z,644085.88,debit,QR POS,"Brady, Elliott and Morris",CACC_QXIaCK7
CACC_rJHPioJ,TXN_ajRhVim00GH,2024-12-05T09:40:34Z,140126.25,debit,Credit Transfer,Megan Wright,CACC_lu4TEbZ
CACC_rJHPioJ,TXN_CHmGzF0xumO,2025-03-25T21:11:45Z,808477.32,credit,QR P2P,Leslie Brown,CACC_7rqCRoV
CACC_rJHPioJ,TXN_q5v9FRuINcD,2025-04-12T05:38:11Z,179173.39,credit,QR P2P,"Murray, Parker and Robinson",CACC_5VfeDI5
CACC_rJHPioJ,TXN_hX7OBvV6kMT,2025-04-11T04:28:54Z,783608.62,credit,Credit Transfer,"Wright, Morrison and Ford",CACC_yREJQnT
CACC_rJHPioJ,TXN_PqV9vCwo3Zi,2025-08-18T00:54:55Z,289797.98,debit,QR P2P,"Singh, Howell and Graham",CACC_wNajrrS
CACC_rJHPioJ,TXN_NZdLKatX24z,2025-07-15T17:36:52Z,522644.43,debit,DuitNOW,Melissa Butler,CACC_3h4IwcM
CACC_rJHPioJ,TXN_vzqz2FSf9sI,2025-01-17T18:48:34Z,501871.24,debit,Other,Cruz PLC,CACC_4jrGf4w
CACC_rJHPioJ,TXN_MmV2qPJ8xYr,2024-01-23T16:15:16Z,802232.63,debit,Other,Courtney Sanchez,CACC_2cw2JrM
CACC_rJHPioJ,TXN_g5Apau7wJVa,2025-02-19T16:53:40Z,684984.68,credit,QR POS,Olson Inc,CACC_WXO3bbe
CACC_Zu9xEWz,TXN_YHBQbeqzAEK,2025-06-30T04:09:58Z,22423.84,credit,QR POS,Brandon Sanchez,CACC_Qs9cJJl
CACC_Zu9xEWz,TXN_QvFH6PdtE3J,2024-01-24T11:55:08Z,464874.12,debit,Other,Stevenson and Sons,CACC_xUlrWu8
CACC_Zu9xEWz,TXN_ikFmuC1G7qA,2024-11-22T15:42:47Z,384951.02,debit,Credit Transfer,"Smith, Huber and Cline",CACC_hU9O5GL
CACC_Zu9xEWz,TXN_CJuMm1S7evL,2024-10-30T01:30:21Z,838130.4,credit,QR POS,Adams-Travis,CACC_3iPZy57
CACC_Zu9xEWz,TXN_EfUUobxGz4K,2024-05-20T09:06:56Z,849078.17,debit,Credit Transfer,Acosta Inc,CACC_h7LnTw4
CACC_Zu9xEWz,TXN_R30IDpbUrSC,2025-09-10T20:37:18Z,623004.07,credit,Other,Daniel Jones,CACC_7IoGfGq
CACC_Zu9xEWz,TXN_EoZnMdSx5Yo,2025-04-16T13:05:32Z,775878.19,credit,DuitNOW,"Rodgers, Lucas and Cole",CACC_6QomC01
CACC_Zu9xEWz,TXN_TZJ9C76SVJP,2024-03-01T17:43:03Z,221769.15,credit,DuitNOW,John Bonilla,CACC_N7CFhua
CACC_Zu9xEWz,TXN_mZDaR3tDb6r,2025-01-17T03:07:57Z,715991.23,credit,QR P2P,Scott Martin,CACC_1jTvrIS
CACC_Zu9xEWz,TXN_dS1r0QXGpU1,2024-08-08T20:14:12Z,168716.26,credit,DuitNOW,Laura Taylor,CACC_zCxWbU0
CACC_Zu9xEWz,TXN_HYsCnPm8gG0,2024-11-28T05:45:58Z,960539.15,credit,Credit Transfer,Matthew Lloyd,CACC_icx3Jfm
CACC_Zu9xEWz,TXN_hxeVAFkoMtY,2025-08-24T03:31:47Z,254515.7,debit,QR POS,Becker-Jones,CACC_x7RWkAZ
CACC_Zu9xEWz,TXN_2MtUlja5R7H,2024-02-10T04:53:47Z,349636.5,credit,Credit Transfer,Garcia LLC,CACC_YVVx5CP
CACC_Zu9xEWz,TXN_ZX9dtkmo85b,2025-03-03T09:36:21Z,227753.93,debit,DuitNOW,Anderson-Smith,CACC_I7Uki9u
CACC_Zu9xEWz,TXN_NnLxRNf0nsP,2024-01-07T17:37:54Z,151401.51,credit,QR POS,Lopez and Sons,CACC_rMxuGAH
CACC_Zu9xEWz,TXN_Mu1JcHnL5iW,2024-01-04T22:11:45Z,338697.04,credit,Credit Transfer,Lisa Miles,CACC_VrUNWDr
CACC_HZfulsL,TXN_SB4bQkdR6k1,2025-03-17T13:46:45Z,25475.64,debit,QR P2P,Morgan Castillo,CACC_88gbsQ1
CACC_HZfulsL,TXN_DuvzSXRxZ07,2024-09-13T10:47:11Z,612937.13,credit,QR POS,Martinez and Sons,CACC_k1SJsDP
CACC_HZfulsL,TXN_il4h0df6P9F,2024-02-29T09:47:25Z,439430.99,debit,DuitNOW,Miller-Simmons,CACC_PeycpZi
CACC_HZfulsL,TXN_nK59TYEbxAF,2025-08-17T04:46:50Z,916380.36,debit,QR P2P,David Middleton,CACC_RpdrXBS
CACC_HZfulsL,TXN_TiVOoIgc3b8,2024-06-21T15:22:14Z,224358.27,debit,QR POS,Garrett Harmon,CACC_SiuJWab
CACC_HZfulsL,TXN_Ywn81JdRoQM,2025-05-16T05:23:58Z,735194.54,debit,Other,Baker Group,CACC_Fq6Q5IW
CACC_HZfulsL,TXN_ZesV94KQ1pQ,2024-10-06T02:25:56Z,433091.44,credit,Credit Transfer,Mitchell-Ford,CACC_JVFfhBi
CACC_HZfulsL,TXN_otNHNUl19QW,2024-08-18T09:13:05Z,655712.54,credit,Credit Transfer,James and Sons,CACC_i2DI9hC
CACC_HZfulsL,TXN_3a6Q9fW7kO2,2025-03-07T07:00:06Z,142128.25,debit,DuitNOW,Gregory Jackson,CACC_0YQ9TZ6
CACC_HZfulsL,TXN_wQtCsGZHYdK,2025-08-17T19:03:37Z,325049.23,credit,DuitNOW,Kimberly Stephens,CACC_bac9kkV
CACC_HZfulsL,TXN_5EY9xztXOPE,2024-05-27T10:42:57Z,303431.02,credit,DuitNOW,Wagner-King,CACC_ug3mMyn
CACC_HZfulsL,TXN_WkG6mA5tS42,2024-08-27T08:48:03Z,260678.5,debit,Credit Transfer,Kimberly Brooks,CACC_o17gDYh
CACC_HZfulsL,TXN_8kYpBV8Uhd7,2025-01-18T23:54:06Z,843681.77,debit,Other,"Arellano, Parsons and Huang",CACC_jxosUyz
CACC_HZfulsL,TXN_4pU9sqEpXSs,2025-01-21T23:37:38Z,552754.21,credit,QR POS,Renee Snyder,CACC_3vhyldN
CACC_eVvY7pg,TXN_TqnbsZxevaR,2024-10-01T01:58:26Z,478719.32,credit,Other,Cook-Fox,CACC_WNriCcB
CACC_eVvY7pg,TXN_oImw1zct8cF,2024-02-16T16:01:58Z,129804.13,credit,QR POS,Matthew Griffin,CACC_sYwI0Zl
CACC_eVvY7pg,TXN_S49RcEuUd0t,2024-08-17T07:09:04Z,34859.5,debit,QR POS,Edwards-Evans,CACC_UCp5ABM
CACC_eVvY7pg,TXN_vep6CFMhk4F,2025-01-15T15:54:52Z,452544.23,credit,QR P2P,Brittany Murray,CACC_HmnOfz0
CACC_eVvY7pg,TXN_r2TYA4hJaTd,2024-04-13T16:41:41Z,704710.16,debit,QR P2P,Robin Smith,CACC_kUHfPkI
CACC_eVvY7pg,TXN_eQL83e6maVT,2025-08-13T12:02:25Z,663974.06,credit,QR POS,Gomez Inc,CACC_5A1Bi1G
CACC_eVvY7pg,TXN_7wpRds0ENzV,2024-02-12T16:33:29Z,579140.61,credit,DuitNOW,David Fuller,CACC_VaPu5QL
CACC_eVvY7pg,TXN_8Dqvf28jq0l,2025-01-27T03:20:11Z,116593.88,credit,QR P2P,Torres Ltd,CACC_gmaCr3S
CACC_eVvY7pg,TXN_IUgPpHaK5gp,2024-10-29T15:06:42Z,609919.25,credit,Credit Transfer,"Graham, Thomas and Robinson",CACC_qk9hORS
CACC_eVvY7pg,TXN_qFsnpb2QxYN,2024-12-09T02:28:30Z,322813.58,credit,QR POS,Julie Whitaker,CACC_MZneK4k
CACC_eVvY7pg,TXN_tE9fx9kQllr,2024-08-21T07:45:01Z,139401.53,debit,QR P2P,Bowers PLC,CACC_FnCo9KQ
CACC_eVvY7pg,TXN_jGaJgy29A73,2025-05-14T03:43:16Z,309622.27,debit,Credit Transfer,Livingston-Velazquez,CACC_7q5pOvj
CACC_eVvY7pg,TXN_x4KgadjG1dO,2025-01-24T17:52:15Z,403339.93,credit,QR P2P,Vasquez Group,CACC_BpHKE0T
CACC_eVvY7pg,TXN_K9Olfc262Lj,2024-05-25T02:48:20Z,733395.7,debit,Credit Transfer,Toni Richardson,CACC_Fk3mrmN
CACC_eVvY7pg,TXN_npxjXApFoSt,2024-07-31T01:35:15Z,158144.39,debit,QR P2P,Matthew Taylor,CACC_Ftbjjhq
CACC_1f31zbh,TXN_dcNSmzA1Ddd,2024-12-29T04:55:13Z,755470.32,credit,Credit Transfer,John Garcia,CACC_xiJ8dVx
CACC_1f31zbh,TXN_eOPKJeB8uS3,2024-02-19T10:05:45Z,278783.63,debit,DuitNOW,Frederick Thomas,CACC_ypmrRza
CACC_1f31zbh,TXN_tZzds88bISq,2024-03-21T07:29:16Z,792878.59,credit,Credit Transfer,"Williams, Jones and Sosa",CACC_YNZOJFy
CACC_1f31zbh,TXN_a8nQ3mCg3Fo,2024-05-30T17:59:10Z,451849.03,credit,Other,Harris Group,CACC_WGdvlnL
CACC_1f31zbh,TXN_E0OqtVLlUsD,2025-02-03T19:58:55Z,247010.66,credit,QR P2P,Tabitha Walker,CACC_lKvZrcW
CACC_1f31zbh,TXN_SkQ0VGDmaeg,2024-04-15T11:14:49Z,184517.3,debit,Credit Transfer,Stacey Randall,CACC_T9Dwa1J
CACC_1f31zbh,TXN_wAEvMFuesf5,2024-07-30T06:07:59Z,398406.52,debit,Other,Pace and Sons,CACC_WUAQLiQ
CACC_1f31zbh,TXN_PbW5U8oTkMh,2024-12-13T05:25:16Z,221696.05,credit,QR P2P,Brian Blake,CACC_yED9gZO
CACC_1f31zbh,TXN_5xGt35InTHK,2024-03-21T01:31:35Z,760618.63,credit,Credit Transfer,Watkins Ltd,CACC_NoINW32
CACC_1f31zbh,TXN_tZ3AAsjTETv,2024-06-28T16:42:02Z,455002.97,credit,DuitNOW,Sparks and Sons,CACC_FJRsNrR
CACC_1f31zbh,TXN_p841AwwHXCI,2025-09-16T16:44:04Z,923079.63,credit,Credit Transfer,Martin Ltd,CACC_SvWNDzm
CACC_1f31zbh,TXN_GuOV7CoZC8x,2024-09-05T21:23:53Z,589020.21,credit,Other,Jennifer Gutierrez,CACC_2PR0jX4
CACC_1f31zbh,TXN_jyTWK4R2MkA,2024-11-20T00:41:55Z,969983.12,credit,QR P2P,"Grant, Keith and Nash",CACC_9iCnOi6
CACC_1f31zbh,TXN_ldv47sUdLnL,2024-04-20T02:23:02Z,403207.76,credit,QR POS,Snyder Ltd,CACC_FdyzoTL
CACC_1f31zbh,TXN_82K3X9XfclQ,2025-04-06T13:20:01Z,749217.63,debit,QR POS,Wallace-Ruiz,CACC_64YAWQV
CACC_z37Dk6M,TXN_rrhdVJJgoNd,2024-08-10T19:46:50Z,868877.95,credit,QR P2P,"Mitchell, Thomas and Shields",CACC_AXXZl6Q
CACC_z37Dk6M,TXN_wcakAhXEFTV,2024-09-26T18:51:43Z,357601.16,debit,QR POS,Chris Elliott,CACC_QcPeZyI
CACC_z37Dk6M,TXN_WHQSt3DGvdc,2024-06-05T13:52:03Z,318619.68,debit,QR P2P,Kenneth Clark,CACC_RxBKveB
CACC_z37Dk6M,TXN_iotgASgxspf,2024-01-15T23:17:57Z,8482.27,debit,Other,Jeffrey Hobbs,CACC_FYSO0Qq
CACC_z37Dk6M,TXN_R0pR04oYbHX,2024-01-20T15:48:18Z,602485.34,credit,QR POS,John Howell,CACC_ujeao8Q
CACC_z37Dk6M,TXN_ToHoWlA9Y2s,2025-01-08T08:13:03Z,225431.09,debit,Credit Transfer,Frank Gomez,CACC_nZvY3Nt
CACC_z37Dk6M,TXN_luGFSQOqzVz,2024-01-22T20:02:54Z,502757.67,credit,QR P2P,Derek Olson,CACC_dHMVs7f
CACC_z37Dk6M,TXN_Pw0j3AujBLw,2025-06-25T15:18:42Z,915980.03,debit,QR P2P,"Ibarra, Padilla and King",CACC_nSpQdo8
CACC_z37Dk6M,TXN_R945C6pCPvu,2025-04-09T15:43:29Z,294607.48,credit,Credit Transfer,Logan Robinson,CACC_D81afJT
CACC_z37Dk6M,TXN_A7kIj9pX7Bj,2025-05-12T22:05:41Z,345913.31,debit,Credit Transfer,Megan Edwards,CACC_euTJGsL
CACC_z37Dk6M,TXN_x8R4cnlz3WE,2025-03-29T04:58:28Z,635255.75,debit,QR POS,Clark-Webb,CACC_3AQmnkF
CACC_z37Dk6M,TXN_oho3JWAwpth,2025-04-14T20:26:10Z,430977.08,credit,Credit Transfer,"Hernandez, Sutton and Schaefer",CACC_XZScq8B
CACC_z37Dk6M,TXN_BYlmi0q70Gd,2024-10-10T07:26:00Z,777117.37,credit,Credit Transfer,"Thornton, York and Lam",CACC_gi7Yabo
CACC_z37Dk6M,TXN_ezqn0RYVG5Q,2025-07-01T11:53:14Z,302199.28,debit,Credit Transfer,Jamie Pearson MD,CACC_wmKKb3x
CACC_z37Dk6M,TXN_2aVd7dY0dra,2024-01-09T14:23:51Z,111815.57,credit,Other,"Rose, Williams and Johnson",CACC_6psI7FZ
CACC_z37Dk6M,TXN_QGNaPQJoBlt,2024-04-01T09:43:43Z,629942.36,credit,QR POS,"Horton, Gutierrez and Pierce",CACC_c0YlVib
CACC_lzDuIHV,TXN_GUKfHOGDcga,2025-01-16T18:27:43Z,841075.33,debit,QR POS,Alexandra Castro,CACC_dgXGlYA
CACC_lzDuIHV,TXN_klJmLZe0qNz,2024-08-28T09:12:09Z,24261.02,debit,Credit Transfer,Matthew Singh,CACC_lLDtkot
CACC_lzDuIHV,TXN_ca7VcOAIGGH,2025-07-06T03:39:06Z,3617.99,credit,Other,Keith Martinez,CACC_ZoESwki
CACC_lzDuIHV,TXN_FeXuv4GGfu3,2025-07-02T23:43:10Z,146269.45,credit,QR POS,Katie Callahan,CACC_1jSi0gq
CACC_lzDuIHV,TXN_KhUtfkrUquA,2025-06-07T17:45:41Z,414351.15,credit,QR POS,Michelle Kerr,CACC_7Woc7mx
CACC_lzDuIHV,TXN_FfN85V58AlR,2024-10-23T23:14:53Z,587704.91,debit,Credit Transfer,Joseph Hansen,CACC_H47Skpy
CACC_lzDuIHV,TXN_4xJEv0bAXSI,2024-02-15T07:46:29Z,40558.27,credit,Other,"Jones, Miller and Dixon",CACC_YA4SXmY
CACC_lzDuIHV,TXN_UkGi6K9XJkV,2024-03-21T00:20:18Z,624028.58,debit,QR POS,Hall-Frey,CACC_yhNU6ZO
CACC_lzDuIHV,TXN_Z8LO9KlOiaq,2024-12-24T00:12:25Z,80468.99,debit,QR POS,Lori Blair,CACC_Ud51tYq
CACC_lzDuIHV,TXN_qZYo1KFPrlp,2024-06-06T20:54:58Z,234946.88,debit,Other,Mario Young,CACC_ICOLt3A
CACC_lzDuIHV,TXN_wO1y4iHXTEi,2024-03-08T18:26:12Z,751666.35,debit,QR POS,"Chen, Thomas and Fitzgerald",CACC_7d6quIu
CACC_lzDuIHV,TXN_xCJ1BtS6xcA,2025-09-06T05:49:20Z,915859.71,debit,QR POS,Dana Hammond,CACC_dLJ3lg3
CACC_lzDuIHV,TXN_mkrRbbsFuc7,2024-08-26T01:21:35Z,817672.27,debit,Credit Transfer,Todd Kennedy,CACC_fXjyrZf
CACC_RSatRjl,TXN_OLGjLQz45cA,2024-12-13T09:16:56Z,513054.35,debit,Credit Transfer,"Riggs, Porter and Kelly",CACC_ns0pmBb
CACC_RSatRjl,TXN_hW9HQCYpl2b,2025-03-15T02:55:18Z,519551.35,credit,QR P2P,"Reyes, Kirby and Doyle",CACC_QVNwUzo
CACC_RSatRjl,TXN_m3iGemxMZLY,2025-01-23T01:00:18Z,605457.59,credit,Other,Anthony Brown,CACC_kkr5jzH
CACC_RSatRjl,TXN_auTMzW0xkkB,2024-06-02T23:06:50Z,144003.09,credit,QR P2P,Adams-Marks,CACC_wANyiC3
CACC_RSatRjl,TXN_3WgUzNXBpXs,2024-03-21T07:54:16Z,280574.84,credit,QR POS,Lauren West,CACC_G8DzIUn
CACC_RSatRjl,TXN_4IqwoobxXxb,2024-04-23T09:39:23Z,477580.06,debit,Credit Transfer,Timothy Anderson,CACC_Zl13Vyw
CACC_RSatRjl,TXN_VSZhErJaEW7,2024-09-04T03:54:58Z,675216.67,debit,Other,Ronald Lucero,CACC_MAIaB0I
